time,temp,feels_like,pressure
2022-03-14 12:00:00,7.350000000000023,6.110000000000014,1030
2022-03-14 13:00:00,9.600000000000023,8.050000000000011,1030
2022-03-14 14:00:00,9.800000000000011,7.389999999999986,1030
2022-03-14 15:00:00,9.800000000000011,7.310000000000002,1030
2022-03-14 16:00:00,3.839999999999975,2.009999999999991,1010
2022-03-14 17:00:00,-1.079999999999984,-4.579999999999984,994
2022-03-14 18:00:00,-1.660000000000025,-5.0,1010
2022-03-14 19:00:00,-2.1399999999999864,-5.569999999999993,1010
2022-03-14 20:00:00,-2.8999999999999773,-6.470000000000027,1010
2022-03-14 21:00:00,-3.7200000000000273,-3.7200000000000273,1011
2022-03-14 22:00:00,-4.939999999999998,-4.939999999999998,1011
2022-03-14 23:00:00,-5.420000000000016,-8.800000000000011,1018
2022-03-15 00:00:00,-5.220000000000027,-5.220000000000027,1031
2022-03-15 01:00:00,-6.220000000000027,-6.220000000000027,1031
2022-03-15 02:00:00,-7.0,-7.0,1031
2022-03-15 03:00:00,-7.5400000000000205,-7.5400000000000205,1030
2022-03-15 04:00:00,-7.220000000000027,-7.220000000000027,1029
2022-03-15 05:00:00,-7.110000000000014,-7.110000000000014,1029
2022-03-15 06:00:00,-3.839999999999975,-6.160000000000025,1029
2022-03-15 07:00:00,-0.9900000000000091,-2.8999999999999773,1029
2022-03-15 08:00:00,0.6499999999999773,0.6499999999999773,1020
2022-03-15 09:00:00,3.0500000000000114,3.0500000000000114,1020
2022-03-15 10:00:00,4.810000000000002,4.810000000000002,1022
2022-03-15 11:00:00,5.100000000000023,4.329999999999984,1022
2022-03-15 12:00:00,5.0,3.1899999999999977,1020
2022-03-15 13:00:00,5.2900000000000205,4.5400000000000205,1020
2022-03-15 14:00:00,5.009999999999991,3.9599999999999795,1019
2022-03-15 15:00:00,4.399999999999977,2.670000000000016,1019
2022-03-15 16:00:00,1.9499999999999886,-0.18999999999999773,1016
2022-03-15 17:00:00,0.2300000000000182,-1.509999999999991,1016
2022-03-15 18:00:00,-0.7900000000000205,-0.7900000000000205,1019
2022-03-15 19:00:00,-1.829999999999984,-1.829999999999984,1019
2022-03-15 20:00:00,-2.4599999999999795,-2.4599999999999795,1019
2022-03-15 21:00:00,-2.980000000000018,-5.170000000000016,1028
2022-03-15 22:00:00,-3.3999999999999773,-5.649999999999977,1028
2022-03-15 23:00:00,-3.9700000000000273,-6.300000000000011,1029
